Codec,Direction,Mode,Width,Height,Components,BitDepth,EncTime_ms,DecTime_ms,Size,MAE,Status
J2K,Rust->Ext,Lossless,512,512,3,8,68,126,17939,0.6258,OK
J2K,Ext->Rust,Lossless,512,512,3,8,83,60,14599,0.5061,OK
J2K,Rust->Ext,Lossless,1024,1024,3,8,240,380,91791,0.6388,OK
J2K,Ext->Rust,Lossless,1024,1024,3,8,229,253,92222,0.5438,OK
